Date,Year,Month,Day,Dekad,Pentad,DOY,DOY366,MonthDay,YearMonth,YearDekad,YearPentad,SomaliSeason,file_list.in
2001-11-21,2001,11,21,33,65,325,326,1121,200111,200133,200165,Dehr,africa_rfe.20011121.tif.zip
2001-11-22,2001,11,22,33,65,326,327,1122,200111,200133,200165,Dehr,africa_rfe.20011122.tif.zip
2001-11-23,2001,11,23,33,65,327,328,1123,200111,200133,200165,Dehr,africa_rfe.20011123.tif.zip
2001-11-24,2001,11,24,33,65,328,329,1124,200111,200133,200165,Dehr,africa_rfe.20011124.tif.zip
2001-11-25,2001,11,25,33,65,329,330,1125,200111,200133,200165,Dehr,africa_rfe.20011125.tif.zip
2001-11-26,2001,11,26,33,66,330,331,1126,200111,200133,200166,Dehr,africa_rfe.20011126.tif.zip
2001-11-27,2001,11,27,33,66,331,332,1127,200111,200133,200166,Dehr,africa_rfe.20011127.tif.zip
2001-11-28,2001,11,28,33,66,332,333,1128,200111,200133,200166,Dehr,africa_rfe.20011128.tif.zip
2001-11-29,2001,11,29,33,66,333,334,1129,200111,200133,200166,Dehr,africa_rfe.20011129.tif.zip
2001-11-30,2001,11,30,33,66,334,335,1130,200111,200133,200166,Dehr,africa_rfe.20011130.tif.zip
2001-12-01,2001,12,1,34,67,335,336,1201,200112,200134,200167,Dehr,africa_rfe.20011201.tif.zip
2001-12-02,2001,12,2,34,67,336,337,1202,200112,200134,200167,Dehr,africa_rfe.20011202.tif.zip
2001-12-03,2001,12,3,34,67,337,338,1203,200112,200134,200167,Dehr,africa_rfe.20011203.tif.zip
2001-12-04,2001,12,4,34,67,338,339,1204,200112,200134,200167,Dehr,africa_rfe.20011204.tif.zip
2001-12-05,2001,12,5,34,67,339,340,1205,200112,200134,200167,Dehr,africa_rfe.20011205.tif.zip
2001-12-06,2001,12,6,34,68,340,341,1206,200112,200134,200168,Dehr,africa_rfe.20011206.tif.zip
2001-12-07,2001,12,7,34,68,341,342,1207,200112,200134,200168,Dehr,africa_rfe.20011207.tif.zip
2001-12-08,2001,12,8,34,68,342,343,1208,200112,200134,200168,Dehr,africa_rfe.20011208.tif.zip
2001-12-09,2001,12,9,34,68,343,344,1209,200112,200134,200168,Dehr,africa_rfe.20011209.tif.zip
2001-12-10,2001,12,10,34,68,344,345,1210,200112,200134,200168,Dehr,africa_rfe.20011210.tif.zip
2001-12-11,2001,12,11,35,69,345,346,1211,200112,200135,200169,Dehr,africa_rfe.20011211.tif.zip
2001-12-12,2001,12,12,35,69,346,347,1212,200112,200135,200169,Dehr,africa_rfe.20011212.tif.zip
2001-12-13,2001,12,13,35,69,347,348,1213,200112,200135,200169,Dehr,africa_rfe.20011213.tif.zip
2001-12-14,2001,12,14,35,69,348,349,1214,200112,200135,200169,Dehr,africa_rfe.20011214.tif.zip
2001-12-15,2001,12,15,35,69,349,350,1215,200112,200135,200169,Dehr,africa_rfe.20011215.tif.zip
2001-12-16,2001,12,16,35,70,350,351,1216,200112,200135,200170,Dehr,africa_rfe.20011216.tif.zip
2001-12-17,2001,12,17,35,70,351,352,1217,200112,200135,200170,Dehr,africa_rfe.20011217.tif.zip
2001-12-18,2001,12,18,35,70,352,353,1218,200112,200135,200170,Dehr,africa_rfe.20011218.tif.zip
2001-12-19,2001,12,19,35,70,353,354,1219,200112,200135,200170,Dehr,africa_rfe.20011219.tif.zip
2001-12-20,2001,12,20,35,70,354,355,1220,200112,200135,200170,Dehr,africa_rfe.20011220.tif.zip
2001-12-21,2001,12,21,36,71,355,356,1221,200112,200136,200171,Dehr,africa_rfe.20011221.tif.zip
2001-12-22,2001,12,22,36,71,356,357,1222,200112,200136,200171,Dehr,africa_rfe.20011222.tif.zip
2001-12-23,2001,12,23,36,71,357,358,1223,200112,200136,200171,Dehr,africa_rfe.20011223.tif.zip
2001-12-24,2001,12,24,36,71,358,359,1224,200112,200136,200171,Dehr,africa_rfe.20011224.tif.zip
2001-12-25,2001,12,25,36,71,359,360,1225,200112,200136,200171,Dehr,africa_rfe.20011225.tif.zip
2001-12-26,2001,12,26,36,72,360,361,1226,200112,200136,200172,Dehr,africa_rfe.20011226.tif.zip
2001-12-27,2001,12,27,36,72,361,362,1227,200112,200136,200172,Dehr,africa_rfe.20011227.tif.zip
2001-12-28,2001,12,28,36,72,362,363,1228,200112,200136,200172,Dehr,africa_rfe.20011228.tif.zip
2001-12-29,2001,12,29,36,72,363,364,1229,200112,200136,200172,Dehr,africa_rfe.20011229.tif.zip
2001-12-30,2001,12,30,36,72,364,365,1230,200112,200136,200172,Dehr,africa_rfe.20011230.tif.zip
2001-12-31,2001,12,31,36,72,365,366,1231,200112,200136,200172,Dehr,africa_rfe.20011231.tif.zip
